"Loop_ID" "CAPSULE_FILE" "DT_dist_THRESHOLD" "MAX_INTERACTION_GAP" "DISAGREEMENT_THRESH" "DT_frame_THRESHOLD" "trim_length_sec" "beta" "classifier" "CSI_pre_classifier" "Fbeta_pre_classifier" "precision_pre_classifier" "sensitivity_pre_classifier" "CSI_training" "Fbeta_training" "precision_training" "sensitivity_training" "CSI_test" "Fbeta_test" "precision_test" "sensitivity_test"
3 "CapsuleDef9" 0 20 0.5 32 2 0.5 "fit_SVM_borderline_smote_type1" 0.0264235104649846 0.0329544551455578 0.0265770209101106 0.820616883116883 0.467 0.637 0.637 0.636 0.164 0.399 0.552 0.19
3 "CapsuleDef9" 0 20 0.5 32 2 0.5 "fit_SVM_borderline_smote_type2" 0.0264235104649846 0.0329544551455578 0.0265770209101106 0.820616883116883 0.446 0.653 0.678 0.566 0.094 0.248 0.349 0.115
4 "CapsuleDef10" 0 20 0.5 32 2 0.5 "fit_RF_all" 0.0334122769736832 0.0416505825724572 0.0336635270933451 0.817408781694496 0.549 0.732 0.749 0.673 0.257 0.596 0.855 0.269
4 "CapsuleDef10" 0 20 0.5 32 2 0.5 "fit_RF_sbc" 0.0334122769736832 0.0416505825724572 0.0336635270933451 0.817408781694496 0.148 0.182 0.152 0.825 0.1 0.125 0.104 0.733
4 "CapsuleDef10" 0 20 0.5 32 2 0.5 "fit_RF_ros" 0.0334122769736832 0.0416505825724572 0.0336635270933451 0.817408781694496 0.549 0.732 0.749 0.673 0.336 0.621 0.735 0.382
4 "CapsuleDef10" 0 20 0.5 32 2 0.5 "fit_RF_rus" 0.0334122769736832 0.0416505825724572 0.0336635270933451 0.817408781694496 0.295 0.362 0.319 0.8 0.266 0.344 0.307 0.666
4 "CapsuleDef10" 0 20 0.5 32 2 0.5 "fit_RF_smote" 0.0334122769736832 0.0416505825724572 0.0336635270933451 0.817408781694496 0.549 0.732 0.749 0.673 0.311 0.525 0.565 0.408
4 "CapsuleDef10" 0 20 0.5 32 2 0.5 "fit_RF_borderline_smote_type1" 0.0334122769736832 0.0416505825724572 0.0336635270933451 0.817408781694496 0.549 0.732 0.749 0.673 0.3 0.579 0.699 0.344
4 "CapsuleDef10" 0 20 0.5 32 2 0.5 "fit_RF_borderline_smote_type2" 0.0334122769736832 0.0416505825724572 0.0336635270933451 0.817408781694496 0.549 0.732 0.749 0.673 0.297 0.629 0.839 0.315
4 "CapsuleDef10" 0 20 0.5 32 2 0.5 "fit_SVM_all" 0.0334122769736832 0.0416505825724572 0.0336635270933451 0.817408781694496 0.441 0.674 0.722 0.531 0.115 0.34 0.6 0.125
4 "CapsuleDef10" 0 20 0.5 32 2 0.5 "fit_SVM_sbc" 0.0334122769736832 0.0416505825724572 0.0336635270933451 0.817408781694496 0.139 0.172 0.143 0.833 0.093 0.116 0.096 0.743
4 "CapsuleDef10" 0 20 0.5 32 2 0.5 "fit_SVM_ros" 0.0334122769736832 0.0416505825724572 0.0336635270933451 0.817408781694496 0.525 0.654 0.633 0.756 0.334 0.53 0.551 0.46
4 "CapsuleDef10" 0 20 0.5 32 2 0.5 "fit_SVM_rus" 0.0334122769736832 0.0416505825724572 0.0336635270933451 0.817408781694496 0.212 0.261 0.223 0.804 0.122 0.156 0.131 0.629
4 "CapsuleDef10" 0 20 0.5 32 2 0.5 "fit_SVM_smote" 0.0334122769736832 0.0416505825724572 0.0336635270933451 0.817408781694496 0.494 0.615 0.587 0.756 0.332 0.476 0.462 0.542
4 "CapsuleDef10" 0 20 0.5 32 2 0.5 "fit_SVM_borderline_smote_type1" 0.0334122769736832 0.0416505825724572 0.0336635270933451 0.817408781694496 0.52 0.651 0.63 0.749 0.362 0.572 0.604 0.474
4 "CapsuleDef10" 0 20 0.5 32 2 0.5 "fit_SVM_borderline_smote_type2" 0.0334122769736832 0.0416505825724572 0.0336635270933451 0.817408781694496 0.519 0.656 0.639 0.733 0.349 0.552 0.577 0.469
5 "CapsuleDef11" 0 20 0.5 32 2 0.5 "fit_RF_all" 0.0330338919781067 0.0412232176130946 0.033326323100023 0.790120593692022 0.523 0.722 0.748 0.635 0.226 0.554 0.831 0.237
5 "CapsuleDef11" 0 20 0.5 32 2 0.5 "fit_RF_sbc" 0.0330338919781067 0.0412232176130946 0.033326323100023 0.790120593692022 0.15 0.186 0.156 0.799 0.111 0.139 0.116 0.703
5 "CapsuleDef11" 0 20 0.5 32 2 0.5 "fit_RF_ros" 0.0330338919781067 0.0412232176130946 0.033326323100023 0.790120593692022 0.523 0.722 0.748 0.635 0.254 0.566 0.769 0.275
5 "CapsuleDef11" 0 20 0.5 32 2 0.5 "fit_RF_rus" 0.0330338919781067 0.0412232176130946 0.033326323100023 0.790120593692022 0.299 0.37 0.327 0.772 0.211 0.274 0.24 0.639
5 "CapsuleDef11" 0 20 0.5 32 2 0.5 "fit_RF_smote" 0.0330338919781067 0.0412232176130946 0.033326323100023 0.790120593692022 0.523 0.722 0.748 0.635 0.379 0.568 0.582 0.52
5 "CapsuleDef11" 0 20 0.5 32 2 0.5 "fit_RF_borderline_smote_type1" 0.0330338919781067 0.0412232176130946 0.033326323100023 0.790120593692022 0.523 0.722 0.748 0.635 0.258 0.58 0.803 0.275
5 "CapsuleDef11" 0 20 0.5 32 2 0.5 "fit_RF_borderline_smote_type2" 0.0330338919781067 0.0412232176130946 0.033326323100023 0.790120593692022 0.523 0.722 0.748 0.635 0.259 0.587 0.818 0.275
5 "CapsuleDef11" 0 20 0.5 32 2 0.5 "fit_SVM_all" 0.0330338919781067 0.0412232176130946 0.033326323100023 0.790120593692022 0.215 0.496 0.677 0.24 0.06 0.24 0.94 0.06
5 "CapsuleDef11" 0 20 0.5 32 2 0.5 "fit_SVM_sbc" 0.0330338919781067 0.0412232176130946 0.033326323100023 0.790120593692022 0.15 0.186 0.156 0.801 0.105 0.133 0.11 0.701
5 "CapsuleDef11" 0 20 0.5 32 2 0.5 "fit_SVM_ros" 0.0330338919781067 0.0412232176130946 0.033326323100023 0.790120593692022 0.526 0.672 0.661 0.721 0.271 0.467 0.499 0.373
5 "CapsuleDef11" 0 20 0.5 32 2 0.5 "fit_SVM_rus" 0.0330338919781067 0.0412232176130946 0.033326323100023 0.790120593692022 0.165 0.206 0.174 0.764 0.113 0.144 0.12 0.63
5 "CapsuleDef11" 0 20 0.5 32 2 0.5 "fit_SVM_smote" 0.0330338919781067 0.0412232176130946 0.033326323100023 0.790120593692022 0.459 0.58 0.551 0.734 0.305 0.43 0.408 0.546
5 "CapsuleDef11" 0 20 0.5 32 2 0.5 "fit_SVM_borderline_smote_type1" 0.0330338919781067 0.0412232176130946 0.033326323100023 0.790120593692022 0.503 0.642 0.625 0.721 0.31 0.538 0.591 0.395
5 "CapsuleDef11" 0 20 0.5 32 2 0.5 "fit_SVM_borderline_smote_type2" 0.0330338919781067 0.0412232176130946 0.033326323100023 0.790120593692022 0.525 0.678 0.671 0.708 0.282 0.493 0.538 0.372
6 "CapsuleDef12" 0 20 0.5 32 2 0.5 "fit_RF_all" 0.0367925064803315 0.0459356900339525 0.0371892934293847 0.775200989486704 0.523 0.742 0.784 0.612 0.22 0.556 0.869 0.228
6 "CapsuleDef12" 0 20 0.5 32 2 0.5 "fit_RF_sbc" 0.0367925064803315 0.0459356900339525 0.0371892934293847 0.775200989486704 0.166 0.207 0.175 0.759 0.121 0.153 0.128 0.671
6 "CapsuleDef12" 0 20 0.5 32 2 0.5 "fit_RF_ros" 0.0367925064803315 0.0459356900339525 0.0371892934293847 0.775200989486704 0.523 0.742 0.784 0.612 0.272 0.589 0.788 0.293
6 "CapsuleDef12" 0 20 0.5 32 2 0.5 "fit_RF_rus" 0.0367925064803315 0.0459356900339525 0.0371892934293847 0.775200989486704 0.393 0.496 0.458 0.733 0.315 0.423 0.392 0.614
6 "CapsuleDef12" 0 20 0.5 32 2 0.5 "fit_RF_smote" 0.0367925064803315 0.0459356900339525 0.0371892934293847 0.775200989486704 0.523 0.742 0.784 0.612 0.294 0.543 0.626 0.356
6 "CapsuleDef12" 0 20 0.5 32 2 0.5 "fit_RF_borderline_smote_type1" 0.0367925064803315 0.0459356900339525 0.0371892934293847 0.775200989486704 0.523 0.742 0.784 0.612 0.241 0.578 0.856 0.252
6 "CapsuleDef12" 0 20 0.5 32 2 0.5 "fit_RF_borderline_smote_type2" 0.0367925064803315 0.0459356900339525 0.0371892934293847 0.775200989486704 0.523 0.742 0.784 0.612 0.263 0.605 0.866 0.274
6 "CapsuleDef12" 0 20 0.5 32 2 0.5 "fit_SVM_all" 0.0367925064803315 0.0459356900339525 0.0371892934293847 0.775200989486704 0.437 0.711 0.802 0.49 0.18 0.387 0.471 0.226
6 "CapsuleDef12" 0 20 0.5 32 2 0.5 "fit_SVM_sbc" 0.0367925064803315 0.0459356900339525 0.0371892934293847 0.775200989486704 0.147 0.183 0.153 0.774 0.097 0.123 0.103 0.662
6 "CapsuleDef12" 0 20 0.5 32 2 0.5 "fit_SVM_ros" 0.0367925064803315 0.0459356900339525 0.0371892934293847 0.775200989486704 0.505 0.672 0.672 0.67 0.244 0.419 0.439 0.354
6 "CapsuleDef12" 0 20 0.5 32 2 0.5 "fit_SVM_rus" 0.0367925064803315 0.0459356900339525 0.0371892934293847 0.775200989486704 0.212 0.266 0.229 0.739 0.141 0.182 0.155 0.624
6 "CapsuleDef12" 0 20 0.5 32 2 0.5 "fit_SVM_smote" 0.0367925064803315 0.0459356900339525 0.0371892934293847 0.775200989486704 0.463 0.593 0.57 0.711 0.318 0.45 0.431 0.549
6 "CapsuleDef12" 0 20 0.5 32 2 0.5 "fit_SVM_borderline_smote_type1" 0.0367925064803315 0.0459356900339525 0.0371892934293847 0.775200989486704 0.477 0.636 0.629 0.663 0.305 0.56 0.644 0.367
6 "CapsuleDef12" 0 20 0.5 32 2 0.5 "fit_SVM_borderline_smote_type2" 0.0367925064803315 0.0459356900339525 0.0371892934293847 0.775200989486704 0.491 0.665 0.668 0.65 0.248 0.429 0.453 0.354
